budget,expandedBy,objectiveValue,epoch,treeDepth,parentValue,H,Rx,Ry,Rz,Cx
0.0,,0.04207897977473338,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
1.0,add,0.21759625584127168,1.0,1.0,0.04207897977473338,4.0,0.0,1.0,0.0,0.0
2.0,delete,0.2848217821726909,1.0,1.0,0.04207897977473338,3.0,0.0,0.0,0.0,0.0
3.0,swap,0.28482178217269094,1.0,1.0,0.04207897977473338,3.0,0.0,0.0,0.0,1.0
4.0,add,0.2269946051251814,2.0,2.0,0.21759625584127168,4.0,0.0,1.0,0.0,0.0
5.0,add,0.1482839594209941,2.0,2.0,0.21759625584127168,4.0,0.0,2.0,0.0,0.0
6.0,delete,0.20976247305357823,2.0,2.0,0.21759625584127168,3.0,0.0,1.0,0.0,0.0
7.0,swap,0.20976247305357817,2.0,2.0,0.21759625584127168,3.0,0.0,1.0,1.0,0.0
8.0,add,0.042078979774733405,3.0,1.0,0.2024799532989207,4.0,0.0,0.0,1.0,0.0
9.0,add,0.12480135827949737,4.0,3.0,0.1482839594209941,4.0,0.0,2.0,0.0,0.0
10.0,add,0.1482839594209941,4.0,3.0,0.1482839594209941,4.0,1.0,2.0,0.0,0.0
11.0,delete,-0.1761973826980529,4.0,3.0,0.1482839594209941,3.0,0.0,2.0,0.0,0.0
12.0,swap,-0.0388130182599529,4.0,3.0,0.1482839594209941,4.0,1.0,1.0,0.0,0.0
13.0,add,0.3237173116759774,5.0,2.0,0.041271775232695956,4.0,0.0,2.0,0.0,0.0
14.0,add,0.013496156325247984,6.0,1.0,0.13057008860798183,4.0,0.0,1.0,0.0,0.0
15.0,add,0.1615464750026102,7.0,4.0,0.1482839594209941,4.0,1.0,2.0,0.0,0.0
16.0,add,-0.054624692348648675,7.0,4.0,0.1482839594209941,4.0,1.0,2.0,0.0,1.0
17.0,delete,-0.17619738269805288,7.0,4.0,0.1482839594209941,3.0,1.0,2.0,0.0,0.0
18.0,swap,-0.08321465988233914,7.0,4.0,0.1482839594209941,3.0,1.0,2.0,1.0,0.0
19.0,add,0.1482839594209941,8.0,3.0,-0.0008412601010872822,4.0,0.0,2.0,0.0,1.0
20.0,add,0.4704185634930558,9.0,2.0,0.047806353394001896,4.0,0.0,2.0,0.0,0.0
21.0,add,-0.02999926323681819,10.0,5.0,-0.054624692348648675,4.0,1.0,2.0,0.0,1.0
22.0,add,-0.05462469234864865,10.0,5.0,-0.054624692348648675,4.0,2.0,2.0,0.0,1.0
23.0,delete,0.31390220003758074,10.0,5.0,-0.054624692348648675,3.0,1.0,2.0,0.0,1.0
24.0,swap,-0.054624692348648675,10.0,5.0,-0.054624692348648675,4.0,1.0,2.0,0.0,1.0
25.0,add,0.3927297292826427,11.0,4.0,0.02400577195096331,4.0,1.0,3.0,0.0,0.0
26.0,add,0.1482839594209941,12.0,3.0,0.06467826730015142,4.0,1.0,2.0,0.0,0.0
27.0,add,-0.05462469234864871,13.0,6.0,-0.05462469234864865,4.0,2.0,2.0,0.0,1.0
28.0,add,0.025139105075478535,13.0,6.0,-0.05462469234864865,4.0,2.0,3.0,0.0,1.0
29.0,delete,-0.054624692348648675,13.0,6.0,-0.05462469234864865,4.0,1.0,2.0,0.0,1.0
30.0,swap,0.20847276437208687,13.0,6.0,-0.05462469234864865,4.0,2.0,1.0,1.0,1.0
31.0,add,-0.03912950671937951,14.0,5.0,0.013947558480323873,4.0,1.0,2.0,1.0,1.0
32.0,add,0.14828395942099415,15.0,4.0,0.05436286973348616,4.0,2.0,2.0,0.0,0.0
33.0,add,0.025139105075478507,16.0,7.0,0.025139105075478535,4.0,2.0,3.0,0.0,1.0
34.0,add,0.012282646894857183,16.0,7.0,0.025139105075478535,4.0,2.0,3.0,1.0,1.0
35.0,delete,-0.04312860179379142,16.0,7.0,0.025139105075478535,3.0,2.0,3.0,0.0,1.0
36.0,swap,-0.04312860179379135,16.0,7.0,0.025139105075478535,3.0,2.0,3.0,1.0,1.0
37.0,add,0.0420789797747334,17.0,6.0,-0.004739269308353708,4.0,2.0,2.0,0.0,2.0
38.0,add,0.042078979774733405,18.0,5.0,0.0021683467127023804,4.0,1.0,2.0,0.0,2.0
39.0,add,0.02270116472204474,19.0,8.0,0.012282646894857183,4.0,2.0,3.0,1.0,1.0
40.0,add,0.0439556633017846,19.0,8.0,0.012282646894857183,4.0,2.0,3.0,2.0,1.0
41.0,delete,0.012282646894857169,19.0,8.0,0.012282646894857183,4.0,1.0,3.0,1.0,1.0
42.0,swap,0.012714032115895127,19.0,8.0,0.012282646894857183,4.0,1.0,3.0,2.0,1.0
43.0,add,-0.015029503053889975,20.0,1.0,0.07480348968066133,4.0,0.0,1.0,0.0,0.0
44.0,add,0.201871762164698,21.0,7.0,0.020787230785887765,4.0,2.0,3.0,0.0,2.0
